client_id,age,sexe,profession,secteur,duree_emploi_annees,revenu_mensuel_TND,region,contract_id,date_debut,duree_mois,montant_leasing_TND,mensualite_TND,taux_annuel_pourcent,type_bien,valeur_bien_TND,apport_TND,nb_retards_30,nb_retards_60,nb_retards_90,nb_incidents,dernier_retard_date,outstanding_balance_TND,nb_paiements_effectues,credit_score,collateral_type,collateral_value_TND,nb_contrats_prev,nb_contacts_service_client,motifs_contacts,default_flag,recovery_amount_TND,write_off_flag,branch_id,channel,created_at,probabilite_defaut,has_no_default_date
C00213,37,Homme,Agriculteur,Industrie,10,4345,Médenine,L000213,2021-04-18,36,78169,2260.36,7.38,Machine,81966,16557,3,1,0,4,2022-08-18,26180.69,16,722,Nantissement,66376,3,16,Réclamation,0,0,0,AG001,Courtier,2021-04-18,0.29,1
C00214,58,Homme,Cadre,Commerce,20,1934,Sousse,L000214,2021-11-03,48,105417,2330.19,9.96,Voiture,107120,12211,2,1,0,3,2024-08-18,96096.25,36,731,Nantissement,54235,0,2,Demande info,0,0,0,AG001,Agence,2021-11-03,0.37,1
C00215,44,Homme,Employé,Services,34,3546,Gafsa,L000215,2022-06-12,36,6044,273.89,8.9,Voiture,10679,500,0,0,1,1,2024-11-27,2209.56,22,642,Caution solidaire,86854,4,16,Renégociation,1,1515,1,AG003,Agence,2022-06-12,0.61,0
C00216,25,Homme,Cadre,Agriculture,11,5676,Sfax,L000216,2023-04-08,48,29363,747.73,6.79,Machine,33635,3646,2,0,0,2,2024-03-23,0.0,48,439,Nantissement,15405,3,7,Réclamation,0,0,0,AG001,Agence,2023-04-08,0.2,1
C00217,54,Femme,Indépendant,Commerce,25,2320,Kebili,L000217,2022-08-24,12,51694,4440.83,9.56,équipement,52713,18747,0,0,0,0,2025-07-12,20608.17,12,829,Nantissement,113307,1,2,Demande info,0,0,0,AG002,Agence,2022-08-24,0.09,1
C00218,26,Femme,Indépendant,Industrie,18,955,Ariana,L000218,2023-05-04,60,137654,2464.23,5.81,Immobilier,140437,10048,1,1,2,4,2025-02-15,120404.37,48,581,Aucune,101776,2,9,Demande info,1,24379,1,AG001,Agence,2023-05-04,1.0,0
C00219,42,Femme,Employé,Agriculture,6,6392,Ben Arous,L000219,2021-02-25,36,26301,853.58,8.75,Immobilier,27283,11344,0,0,0,0,2025-07-12,19472.33,12,696,Caution solidaire,146919,3,1,Autre,0,0,0,AG004,Courtier,2021-02-25,0.07,1
C00220,31,Homme,Agriculteur,Services,6,2524,Kairouan,L000220,2022-07-23,48,79329,1808.69,8.06,Voiture,82306,18280,0,0,0,0,2025-07-12,3364.12,31,775,Nantissement,23547,4,3,Autre,0,0,0,AG003,Courtier,2022-07-23,0.19,1
C00221,36,Femme,Employé,Agriculture,25,4143,Kairouan,L000221,2023-12-03,60,6620,283.33,6.88,équipement,10213,9910,1,0,0,1,2024-02-08,0.0,21,480,Caution solidaire,6575,4,13,Renégociation,0,0,0,AG003,Mobile,2023-12-03,0.23,1
C00222,53,Homme,Artisan,Commerce,39,1686,Sousse,L000222,2021-01-04,36,67224,2016.33,9.23,Immobilier,68066,1778,0,0,0,0,2025-07-12,28913.67,6,437,Nantissement,95659,1,10,Demande info,0,0,0,AG002,Courtier,2021-01-04,0.34,1
C00223,29,Femme,Indépendant,Services,4,3873,Tozeur,L000223,2024-01-21,24,100419,4276.12,11.1,équipement,102381,12984,0,0,0,0,2025-07-12,91866.75,21,755,Aucune,135915,1,13,Renégociation,0,0,0,AG004,Agence,2024-01-21,0.08,1
C00224,26,Homme,Commerçant,Industrie,20,3605,Monastir,L000224,2024-12-15,48,125050,2773.21,11.99,Machine,126752,19441,1,1,0,2,2025-01-29,0.0,20,819,Caution solidaire,138811,3,12,Réclamation,0,0,0,AG001,Courtier,2024-12-15,0.33,1
C00225,36,Homme,Commerçant,Services,13,1521,Zaghouan,L000225,2025-01-18,24,60856,2607.67,9.25,Voiture,62977,5190,2,0,1,3,2025-01-24,58248.33,5,827,Caution solidaire,14852,0,3,Renégociation,1,50277,1,AG002,Courtier,2025-01-18,0.57,0
C00226,49,Femme,Agriculteur,Services,3,1712,Jendouba,L000226,2024-11-16,12,60809,5153.42,7.83,Voiture,63707,15304,1,0,0,1,2025-06-02,9274.83,12,456,Aucune,51661,4,1,Demande info,0,0,0,AG001,Courtier,2024-11-16,0.33,1
C00227,23,Femme,Artisan,Transport,22,4157,Le Kef,L000227,2022-05-09,24,27259,1318.79,6.58,équipement,31355,6997,0,1,1,2,2023-07-01,19346.25,13,721,Hypothèque,140229,0,1,Autre,1,6906,1,AG002,Mobile,2022-05-09,0.62,0
C00228,40,Femme,Cadre,Services,19,1670,Jendouba,L000228,2024-07-24,24,25655,1182.96,6.8,Immobilier,29690,12020,2,0,0,2,2024-08-15,0.0,15,429,Nantissement,87942,0,10,Renégociation,0,0,0,AG003,Mobile,2024-07-24,0.43,1
C00229,56,Femme,Artisan,Services,14,4908,Bizerte,L000229,2022-11-15,48,26602,737.21,8.36,équipement,29979,4747,0,1,0,1,2024-05-08,17018.29,2,665,Nantissement,116726,3,4,Autre,0,0,0,AG004,Courtier,2022-11-15,0.37,1
C00230,39,Homme,Commerçant,Agriculture,28,7551,Mahdia,L000230,2025-03-12,12,90945,7649.75,7.57,Machine,93835,9286,0,0,0,0,2025-07-12,14447.5,8,626,Hypothèque,110736,2,8,Renégociation,0,0,0,AG003,Courtier,2025-03-12,0.0,1
C00231,46,Femme,Commerçant,Industrie,7,1297,Gafsa,L000231,2023-10-26,24,147182,6286.58,11.4,Immobilier,151033,45,0,0,1,1,2024-11-26,71743.0,14,716,Caution solidaire,72968,2,19,Réclamation,1,54756,1,AG002,Agence,2023-10-26,0.59,0
C00232,23,Femme,Indépendant,Agriculture,18,2556,Médenine,L000232,2022-06-03,60,142145,2506.08,7.58,Immobilier,145558,7758,1,0,0,1,2025-05-22,81999.0,20,846,Caution solidaire,18837,2,16,Demande info,0,0,0,AG001,Mobile,2022-06-03,0.13,1
C00233,39,Femme,Artisan,Agriculture,38,7181,Mahdia,L000233,2024-11-18,36,105846,3114.17,7.61,équipement,107535,19585,1,1,1,3,2025-05-13,6192.67,29,691,Aucune,80684,1,11,Renégociation,1,3036,1,AG004,Agence,2024-11-18,0.62,0
C00234,40,Homme,Artisan,Commerce,27,1917,Le Kef,L000234,2023-05-26,24,85818,3703.75,7.68,Machine,88658,455,2,1,0,3,2024-10-15,63595.5,9,453,Aucune,117704,4,17,Réclamation,0,0,0,AG001,Agence,2023-05-26,0.45,1
C00235,52,Homme,Commerçant,Agriculture,26,4209,Siliana,L000235,2021-08-16,12,146267,12327.92,10.86,Immobilier,150347,9854,0,0,0,0,2025-07-12,72299.5,9,496,Aucune,76730,1,2,Réclamation,0,0,0,AG003,Courtier,2021-08-16,0.18,1
C00236,27,Femme,Cadre,Transport,3,3628,Tataouine,L000236,2025-03-15,24,6537,372.38,9.56,Voiture,8640,19308,0,0,0,0,2025-07-12,6164.62,22,848,Hypothèque,145891,4,4,Réclamation,0,0,0,AG001,Courtier,2025-03-15,0.07,1
C00237,61,Homme,Agriculteur,Transport,14,6090,Gabès,L000237,2020-11-22,36,131545,3805.03,9.3,Machine,135342,17349,0,1,1,2,2023-07-10,44029.36,2,403,Hypothèque,7404,4,19,Autre,1,15212,1,AG002,Courtier,2020-11-22,0.84,0
C00238,53,Femme,Agriculteur,Commerce,34,6900,Médenine,L000238,2020-11-06,12,94743,8050.25,7.34,Immobilier,95840,1528,4,0,0,4,2021-09-19,14240.5,0,838,Caution solidaire,14674,4,13,Autre,0,0,0,AG004,Agence,2020-11-06,0.0,1
C00239,60,Homme,Artisan,Industrie,36,7549,Tataouine,L000239,2020-09-10,48,91155,2008.06,10.73,équipement,92299,2976,2,2,0,4,2025-01-19,0.0,2,709,Aucune,85923,3,15,Réclamation,0,0,0,AG004,Agence,2020-09-10,0.42,1
C00240,59,Homme,Agriculteur,Industrie,0,7604,Zaghouan,L000240,2020-11-06,12,125198,10528.17,5.27,Immobilier,128600,19455,0,0,0,0,2025-07-12,0.0,8,766,Caution solidaire,149769,2,18,Réclamation,0,0,0,AG004,Agence,2020-11-06,0.0,1
C00241,38,Homme,Commerçant,Agriculture,2,2447,Nabeul,L000241,2024-12-26,48,94846,2060.96,11.1,Voiture,96109,13288,1,1,0,2,2025-02-03,47443.96,36,490,Hypothèque,105319,1,8,Renégociation,1,14323,1,AG002,Courtier,2024-12-26,0.53,0
C00242,60,Homme,Commerçant,Agriculture,23,6486,La Manouba,L000242,2020-08-14,12,35562,3023.5,8.59,Machine,37704,6387,0,0,1,1,2023-02-27,11374.0,6,488,Nantissement,28037,1,16,Renégociation,1,166,1,AG001,Courtier,2020-08-14,0.53,0
C00243,21,Femme,Artisan,Agriculture,26,7792,Tozeur,L000243,2022-01-10,36,33036,978.67,7.79,Immobilier,35833,2521,2,1,0,3,2022-10-18,0.0,2,719,Caution solidaire,113565,3,6,Demande info,0,0,0,AG004,Courtier,2022-01-10,0.17,1
C00244,31,Femme,Artisan,Industrie,39,3783,Tozeur,L000244,2022-07-25,36,79233,2288.92,8.48,Voiture,81905,6525,1,1,0,2,2023-05-17,76944.08,35,774,Hypothèque,106086,4,9,Renégociation,0,0,0,AG003,Agence,2022-07-25,0.3,1
C00245,48,Femme,Indépendant,Services,35,6386,Sousse,L000245,2021-11-06,12,88049,7525.42,9.67,Immobilier,90709,1126,1,0,0,1,2022-10-28,27845.67,0,491,Aucune,37982,2,3,Demande info,0,0,0,AG003,Agence,2021-11-06,0.24,1
C00246,45,Homme,Artisan,Transport,33,7571,Tozeur,L000246,2023-05-05,24,73681,3155.04,5.09,Immobilier,77930,13348,3,0,0,3,2024-06-15,64215.88,2,549,Nantissement,123309,0,9,Demande info,0,0,0,AG003,Mobile,2023-05-05,0.04,1
C00247,43,Femme,Cadre,Services,28,942,Bizerte,L000247,2023-07-28,36,32818,1012.61,11.1,Machine,36240,7716,0,2,0,2,2025-04-27,18641.44,3,633,Nantissement,105242,0,2,Demande info,1,7348,1,AG003,Courtier,2023-07-28,0.71,0
C00248,51,Femme,Agriculteur,Services,23,6120,Le Kef,L000248,2025-02-13,48,67532,1486.92,8.13,équipement,68611,16102,1,0,0,1,2025-03-21,42254.42,30,808,Nantissement,5156,3,8,Autre,0,0,0,AG003,Agence,2025-02-13,0.0,1
C00249,50,Femme,Artisan,Industrie,23,3561,Sfax,L000249,2023-04-13,48,62705,1388.35,7.4,équipement,67009,3404,1,0,1,2,2024-05-12,15500.96,1,736,Aucune,38280,2,12,Renégociation,1,575,1,AG002,Mobile,2023-04-13,0.55,0
C00250,62,Homme,Employé,Services,3,4235,Jendouba,L000250,2020-08-13,60,25104,608.4,5.97,Voiture,27972,4492,1,3,0,4,2024-07-24,0.0,13,458,Nantissement,75324,0,0,Réclamation,1,0,0,AG001,Agence,2020-08-13,0.85,0
C00251,55,Homme,Indépendant,Commerce,2,7422,Médenine,L000251,2025-07-02,48,129336,2889.5,8.08,Voiture,133768,2343,0,1,0,1,2025-08-03,111999.0,36,584,Hypothèque,60706,0,14,Demande info,0,0,0,AG002,Agence,2025-07-02,0.32,1
C00252,27,Homme,Employé,Agriculture,33,5460,Le Kef,L000252,2023-07-23,60,132904,2322.07,8.47,Voiture,136764,106,1,0,0,1,2023-08-17,121293.67,30,837,Caution solidaire,141043,1,14,Réclamation,0,0,0,AG003,Courtier,2023-07-23,0.0,1
C00253,36,Femme,Commerçant,Commerce,22,7414,Tozeur,L000253,2025-01-27,12,74603,6393.92,7.83,Machine,76203,15195,2,0,0,2,2025-07-15,55421.25,4,443,Nantissement,43408,2,10,Demande info,0,0,0,AG003,Mobile,2025-01-27,0.16,1
C00254,46,Femme,Agriculteur,Transport,22,3231,Kasserine,L000254,2024-05-02,12,107499,9038.25,9.75,équipement,109669,13241,1,0,0,1,2024-10-04,26154.75,1,579,Nantissement,137559,0,9,Renégociation,0,0,0,AG004,Agence,2024-05-02,0.24,1
C00255,22,Femme,Artisan,Agriculture,4,6611,Tunis,L000255,2025-04-10,12,64025,5439.42,7.95,Voiture,66745,19538,2,1,1,4,2025-04-10,20509.67,10,475,Hypothèque,20997,1,6,Demande info,1,7171,1,AG004,Mobile,2025-04-10,0.73,0
C00256,21,Homme,Employé,Services,30,7869,La Manouba,L000256,2024-05-13,24,37317,1613.88,11.73,Voiture,38033,12575,1,0,1,2,2024-06-08,32475.38,21,543,Aucune,46456,2,0,Renégociation,0,0,0,AG001,Mobile,2024-05-13,0.49,1
C00257,32,Homme,Agriculteur,Transport,5,5312,Tunis,L000257,2024-07-12,24,110585,4786.71,9.19,Immobilier,111460,4801,1,0,0,1,2024-08-05,24424.25,9,500,Nantissement,130865,4,6,Réclamation,0,0,0,AG001,Courtier,2024-07-12,0.24,1
C00258,25,Femme,Commerçant,Agriculture,36,2648,Sidi Bouzid,L000258,2022-07-22,60,53270,951.83,10.65,Immobilier,55379,5580,1,0,0,1,2022-10-01,15196.67,51,780,Hypothèque,77988,2,4,Renégociation,0,0,0,AG001,Mobile,2022-07-22,0.12,1
C00259,57,Homme,Cadre,Services,9,7251,Le Kef,L000259,2022-02-22,48,124415,2643.98,5.77,Voiture,129021,16598,1,0,0,1,2024-01-20,0.0,29,671,Hypothèque,80908,3,15,Réclamation,0,0,0,AG002,Courtier,2022-02-22,0.05,1
C00260,52,Homme,Indépendant,Commerce,39,3496,Monastir,L000260,2021-03-03,48,85206,1867.12,7.78,Immobilier,89545,5400,1,0,0,1,2025-08-01,29192.25,32,454,Aucune,77952,1,7,Renégociation,0,0,0,AG004,Courtier,2021-03-03,0.26,1
C00261,29,Homme,Agriculteur,Agriculture,6,2517,Tozeur,L000261,2020-10-21,12,74468,6321.67,7.36,Immobilier,77907,6875,3,0,0,3,2023-11-23,42859.67,2,588,Aucune,84784,4,1,Demande info,0,0,0,AG001,Courtier,2020-10-21,0.19,1
C00262,61,Homme,Agriculteur,Services,38,6286,Siliana,L000262,2020-09-16,36,28723,902.86,8.99,Immobilier,33285,8656,2,1,0,3,2024-02-12,15180.08,24,750,Caution solidaire,58676,1,7,Demande info,0,0,0,AG004,Mobile,2020-09-16,0.24,1
C00263,55,Femme,Cadre,Commerce,37,3872,Ariana,L000263,2020-10-24,24,65646,2847.25,11.03,Machine,67759,6247,2,3,0,5,2022-02-12,20090.0,22,734,Nantissement,8373,1,13,Renégociation,1,15748,1,AG004,Agence,2020-10-24,0.68,0
C00264,39,Homme,Agriculteur,Transport,20,1867,Bizerte,L000264,2024-07-05,24,5074,275.42,5.55,Voiture,9253,6177,0,1,0,1,2024-12-20,4798.58,21,476,Caution solidaire,94951,0,3,Réclamation,0,0,0,AG004,Courtier,2024-07-05,0.45,1
C00265,36,Homme,Commerçant,Transport,19,3586,Médenine,L000265,2021-04-13,12,31498,2782.83,5.51,Voiture,33294,7269,1,1,0,2,2022-05-30,3669.67,0,695,Hypothèque,26414,2,14,Réclamation,0,0,0,AG004,Agence,2021-04-13,0.3,1
C00266,23,Homme,Commerçant,Transport,2,6762,Médenine,L000266,2021-03-23,24,101881,4410.04,10.95,Immobilier,106377,14974,3,1,0,4,2023-09-01,18090.21,24,618,Nantissement,145450,1,6,Réclamation,0,0,0,AG004,Mobile,2021-03-23,0.33,1
C00267,40,Homme,Cadre,Transport,21,6017,Ben Arous,L000267,2025-01-01,12,50929,4385.08,6.49,Machine,52584,14037,0,0,0,0,2025-07-12,29003.58,12,676,Hypothèque,117139,1,19,Renégociation,0,0,0,AG004,Agence,2025-01-01,0.11,1
C00268,44,Femme,Indépendant,Industrie,3,4591,Sfax,L000268,2020-09-25,60,128199,2323.65,9.68,Immobilier,131065,18756,1,0,0,1,2021-10-14,12016.5,40,465,Hypothèque,83872,3,7,Renégociation,0,0,0,AG002,Agence,2020-09-25,0.19,1
C00269,53,Femme,Artisan,Agriculture,27,2088,Ben Arous,L000269,2024-09-28,48,31028,742.42,8.8,Machine,34419,16167,2,0,0,2,2025-04-14,28800.75,16,535,Hypothèque,135772,3,10,Renégociation,0,0,0,AG003,Courtier,2024-09-28,0.22,1
C00270,44,Homme,Employé,Agriculture,11,4671,Nabeul,L000270,2023-05-18,36,34545,1065.58,10.83,Voiture,37017,10380,0,1,0,1,2023-09-05,0.0,13,633,Aucune,144973,3,1,Renégociation,0,0,0,AG004,Courtier,2023-05-18,0.31,1
C00271,31,Homme,Artisan,Industrie,37,2606,Médenine,L000271,2021-10-21,48,84569,1860.85,5.88,Immobilier,85853,6617,1,0,1,2,2022-10-13,77125.58,44,598,Aucune,90374,1,8,Réclamation,1,68879,1,AG002,Courtier,2021-10-21,0.69,0
C00272,28,Homme,Agriculteur,Services,35,7083,Sousse,L000272,2021-01-10,48,36673,884.02,5.91,Voiture,41665,303,1,1,0,2,2023-05-20,26948.77,12,665,Nantissement,29493,4,5,Réclamation,0,0,0,AG001,Mobile,2021-01-10,0.22,1
C00273,56,Homme,Employé,Services,4,2304,La Manouba,L000273,2024-09-27,60,107511,1983.85,8.9,Machine,109092,12683,1,0,1,2,2025-03-31,26173.15,37,840,Hypothèque,125074,2,0,Autre,0,0,0,AG002,Agence,2024-09-27,0.49,1
C00274,58,Homme,Cadre,Transport,12,4108,Monastir,L000274,2023-06-08,24,98144,4284.33,11.62,équipement,100677,16717,1,0,1,2,2025-03-18,93859.67,6,787,Hypothèque,51224,1,2,Renégociation,0,0,0,AG002,Mobile,2023-06-08,0.43,1
C00275,60,Homme,Cadre,Commerce,22,7917,Médenine,L000275,2020-09-09,36,69824,2070.56,7.9,Machine,71938,11025,2,0,0,2,2021-10-20,11848.44,1,442,Nantissement,31852,0,9,Autre,0,0,0,AG002,Mobile,2020-09-09,0.12,1
C00276,40,Femme,Indépendant,Services,29,5912,Zaghouan,L000276,2022-04-13,24,28525,1353.54,7.29,équipement,31441,18715,1,3,0,4,2023-12-11,6868.33,7,760,Caution solidaire,10932,4,4,Renégociation,1,1818,1,AG004,Mobile,2022-04-13,0.65,0
C00277,55,Homme,Employé,Commerce,36,5848,Siliana,L000277,2022-04-20,48,62804,1462.42,9.25,Voiture,66957,4561,0,0,0,0,2025-07-12,49642.25,5,627,Hypothèque,88545,4,11,Autre,0,0,0,AG001,Mobile,2022-04-20,0.1,1
C00278,45,Femme,Commerçant,Agriculture,24,3751,Gafsa,L000278,2021-05-25,12,46846,4040.83,11.51,Voiture,47842,79,0,0,0,0,2025-07-12,2396.83,8,626,Aucune,33583,2,0,Réclamation,0,0,0,AG002,Courtier,2021-05-25,0.16,1
C00279,55,Femme,Employé,Commerce,26,871,Kebili,L000279,2024-01-30,48,82261,1764.77,10.86,Immobilier,83265,3763,1,1,1,3,2024-11-25,71672.38,2,462,Caution solidaire,29865,4,8,Réclamation,1,42115,1,AG001,Agence,2024-01-30,1.0,0
C00280,45,Homme,Agriculteur,Agriculture,13,2490,Monastir,L000280,2022-11-03,24,34483,1589.79,11.97,équipement,38369,10169,0,0,0,0,2025-07-12,7456.54,17,570,Caution solidaire,143361,2,12,Autre,0,0,0,AG002,Courtier,2022-11-03,0.26,1
C00281,49,Femme,Commerçant,Industrie,35,6187,Tataouine,L000281,2021-05-26,48,12265,388.52,5.16,Machine,14973,17116,0,0,0,0,2025-07-12,1774.94,37,649,Caution solidaire,70270,4,18,Demande info,0,0,0,AG004,Courtier,2021-05-26,0.12,1
C00282,38,Femme,Cadre,Industrie,38,2144,Tozeur,L000282,2025-03-11,12,27763,2405.58,5.79,Voiture,31479,3976,1,0,0,1,2025-06-08,0.0,10,737,Caution solidaire,85549,2,6,Renégociation,0,0,0,AG002,Mobile,2025-03-11,0.13,1
C00283,38,Femme,Employé,Transport,15,7050,Sousse,L000283,2025-08-06,60,20733,465.55,9.27,équipement,24899,17768,0,1,1,2,2025-08-06,10490.9,2,649,Caution solidaire,137577,3,15,Autre,1,9007,1,AG002,Courtier,2025-08-06,0.65,0
C00284,22,Femme,Artisan,Services,21,4103,Gafsa,L000284,2021-06-11,24,117196,5026.17,10.74,Machine,119104,2124,2,0,1,3,2023-11-07,76986.67,15,706,Caution solidaire,130768,3,7,Autre,1,59984,1,AG001,Agence,2021-06-11,0.56,0
C00285,55,Femme,Indépendant,Transport,20,3913,Tunis,L000285,2024-09-09,48,96038,2091.79,7.0,équipement,100902,6652,0,0,0,0,2025-07-12,0.0,4,637,Nantissement,44327,4,18,Demande info,0,0,0,AG001,Mobile,2024-09-09,0.24,1
C00286,36,Femme,Artisan,Agriculture,20,1682,Kebili,L000286,2022-12-07,24,42420,1949.5,6.67,Machine,46997,5283,2,1,1,4,2024-01-21,32672.5,23,455,Nantissement,113209,4,6,Réclamation,1,9727,1,AG001,Courtier,2022-12-07,0.9,0
C00287,61,Homme,Indépendant,Transport,7,5034,Jendouba,L000287,2025-07-23,60,145319,2609.98,10.51,Machine,147296,7176,2,0,0,2,2025-07-29,90509.35,53,570,Caution solidaire,114889,2,3,Autre,0,0,0,AG003,Mobile,2025-07-23,0.15,1
C00288,56,Femme,Agriculteur,Commerce,15,3462,Tozeur,L000288,2025-08-03,48,26058,656.88,5.39,Machine,28955,18676,2,0,0,2,2025-08-05,4381.12,33,807,Aucune,18409,2,9,Réclamation,0,0,0,AG001,Agence,2025-08-03,0.01,1
C00289,53,Femme,Artisan,Agriculture,30,7806,Sfax,L000289,2023-01-29,48,39929,914.85,7.59,Machine,40538,12409,1,0,0,1,2025-04-06,24376.48,46,433,Nantissement,44533,1,0,Renégociation,0,0,0,AG002,Mobile,2023-01-29,0.09,1
C00290,24,Femme,Employé,Industrie,9,7216,Sidi Bouzid,L000290,2020-11-06,24,91489,3981.04,8.54,équipement,95543,12319,1,1,0,2,2021-03-20,0.0,15,714,Nantissement,15327,3,16,Demande info,0,0,0,AG003,Courtier,2020-11-06,0.19,1
C00291,53,Homme,Employé,Services,31,2304,Sfax,L000291,2020-12-31,24,89664,3786.0,8.92,équipement,90813,997,1,1,0,2,2023-08-26,10158.0,6,529,Caution solidaire,55344,1,12,Réclamation,0,0,0,AG001,Courtier,2020-12-31,0.39,1
C00292,34,Femme,Artisan,Agriculture,33,3263,Kasserine,L000292,2022-07-11,12,82597,7062.08,10.1,Immobilier,84596,11001,1,2,1,4,2025-05-08,26100.33,7,529,Aucune,3671,1,18,Autre,1,10925,1,AG004,Agence,2022-07-11,1.0,0
C00293,41,Homme,Employé,Agriculture,8,3353,Kebili,L000293,2024-05-20,60,11041,381.02,7.48,équipement,12136,4664,0,1,0,1,2024-09-18,7230.83,35,793,Caution solidaire,91908,0,12,Demande info,0,0,0,AG001,Agence,2024-05-20,0.31,1
C00294,40,Femme,Agriculteur,Commerce,16,1532,Kebili,L000294,2024-09-14,12,83209,7044.08,9.29,équipement,84687,18741,0,0,0,0,2025-07-12,69120.83,11,550,Aucune,50756,2,8,Demande info,0,0,0,AG004,Mobile,2024-09-14,0.3,1
C00295,28,Homme,Commerçant,Services,10,2548,Jendouba,L000295,2023-10-22,48,104864,2382.67,9.1,Immobilier,106094,18063,1,0,0,1,2025-06-09,0.0,47,542,Aucune,24544,0,4,Demande info,0,0,0,AG003,Courtier,2023-10-22,0.23,1
C00296,27,Homme,Agriculteur,Industrie,31,4724,Nabeul,L000296,2022-12-21,24,141491,6032.46,8.83,équipement,142047,13117,1,0,0,1,2024-01-03,20841.83,16,517,Hypothèque,76347,0,0,Demande info,0,0,0,AG004,Agence,2022-12-21,0.19,1
C00297,23,Femme,Indépendant,Agriculture,9,1223,Sidi Bouzid,L000297,2025-01-12,48,120158,2620.29,9.48,Machine,122901,11231,0,1,1,2,2025-01-20,86094.21,33,603,Nantissement,18733,1,1,Demande info,1,40747,1,AG003,Agence,2025-01-12,0.99,0
C00298,37,Femme,Agriculteur,Agriculture,21,4278,Gafsa,L000298,2022-12-29,48,6468,310.75,6.82,Voiture,8669,7440,0,1,1,2,2023-07-12,0.0,15,783,Caution solidaire,48093,0,10,Renégociation,1,0,0,AG004,Courtier,2022-12-29,0.63,0
C00299,53,Homme,Indépendant,Commerce,16,2391,Sousse,L000299,2022-02-11,36,29309,1003.14,5.59,Voiture,31095,19911,0,0,0,0,2025-07-12,19277.61,35,634,Nantissement,105424,2,3,Renégociation,0,0,0,AG001,Agence,2022-02-11,0.18,1
C00300,32,Femme,Employé,Transport,3,5285,Ariana,L000300,2025-05-11,36,77255,2216.97,5.83,Immobilier,77866,11218,1,2,0,3,2025-07-20,6311.89,6,416,Nantissement,95595,1,8,Demande info,1,962,1,AG003,Agence,2025-05-11,0.53,0
C00301,42,Homme,Commerçant,Industrie,24,5237,Ariana,L000301,2022-04-18,48,86899,2007.4,6.57,équipement,88600,15608,3,2,0,5,2022-11-06,4595.77,17,481,Aucune,37487,2,4,Autre,1,3034,1,AG002,Courtier,2022-04-18,0.66,0
C00302,42,Homme,Employé,Services,20,5841,Mahdia,L000302,2021-02-07,24,33718,1535.92,8.5,équipement,35165,19129,0,1,0,1,2024-07-21,13751.08,5,413,Nantissement,120931,4,4,Autre,0,0,0,AG002,Agence,2021-02-07,0.36,1
C00303,50,Homme,Cadre,Agriculture,36,5509,Tataouine,L000303,2025-04-24,48,111553,2502.02,10.88,Immobilier,116174,4090,2,0,0,2,2025-07-04,104046.94,27,480,Hypothèque,40849,0,7,Renégociation,0,0,0,AG002,Courtier,2025-04-24,0.2,1
C00304,58,Homme,Employé,Agriculture,37,1292,Béja,L000304,2021-04-18,36,55281,1614.58,9.91,Voiture,56538,7471,0,0,1,1,2024-05-21,19760.17,33,606,Caution solidaire,145622,1,1,Réclamation,1,5409,1,AG001,Courtier,2021-04-18,0.78,0
C00305,58,Homme,Indépendant,Industrie,0,991,Bizerte,L000305,2023-12-04,24,118451,5110.46,10.52,Machine,122339,3743,0,0,0,0,2025-07-12,910.46,18,603,Nantissement,76400,3,6,Demande info,0,0,0,AG002,Mobile,2023-12-04,0.31,1
C00306,28,Femme,Employé,Transport,24,1298,Sfax,L000306,2025-03-03,48,5767,266.15,7.46,équipement,8108,10196,1,0,0,1,2025-03-04,4968.56,40,778,Caution solidaire,129120,2,16,Autre,0,0,0,AG003,Courtier,2025-03-03,0.19,1
C00307,47,Homme,Employé,Agriculture,35,5717,Bizerte,L000307,2022-11-17,60,139967,2405.78,7.83,Immobilier,144002,7008,1,2,0,3,2024-06-02,60576.15,28,671,Nantissement,90930,0,10,Renégociation,0,0,0,AG002,Agence,2022-11-17,0.46,1
C00308,47,Homme,Commerçant,Industrie,16,6631,Le Kef,L000308,2021-10-23,60,63026,1113.43,7.76,Machine,65819,3324,1,0,0,1,2022-05-29,60799.13,3,431,Caution solidaire,49699,2,14,Renégociation,0,0,0,AG003,Mobile,2021-10-23,0.2,1
C00309,54,Femme,Employé,Commerce,23,2056,Tozeur,L000309,2022-10-13,48,123142,2650.46,6.34,Immobilier,124746,8632,0,0,0,0,2025-07-12,93986.96,13,422,Caution solidaire,90470,2,2,Réclamation,0,0,0,AG002,Mobile,2022-10-13,0.37,1
C00310,41,Homme,Commerçant,Transport,1,2768,Bizerte,L000310,2021-06-12,24,47968,2071.67,5.43,Immobilier,49129,19641,3,0,0,3,2023-10-03,18964.67,4,501,Caution solidaire,144779,4,12,Réclamation,0,0,0,AG004,Agence,2021-06-12,0.31,1
C00311,50,Femme,Artisan,Services,39,5122,Ariana,L000311,2020-10-14,48,81870,1849.62,9.14,Immobilier,83278,226,1,1,0,2,2023-02-06,63373.75,24,561,Nantissement,132996,2,17,Autre,0,0,0,AG003,Mobile,2020-10-14,0.24,1
C00312,53,Femme,Cadre,Agriculture,14,6290,Jendouba,L000312,2025-07-27,48,23174,586.79,11.92,Voiture,25530,14863,2,0,0,2,2025-08-01,289.12,38,497,Hypothèque,95023,4,19,Réclamation,0,0,0,AG002,Agence,2025-07-27,0.18,1
