duree_emploi_annees,date_debut,apport_TND,nb_retards_90,dernier_retard_date,outstanding_balance_TND,nb_paiements_effectues,collateral_value_TND,nb_contrats_prev,nb_contacts_service_client,default_flag,recovery_amount_TND,created_at,ratio_mensualite_revenu,sexe_Homme,profession_Artisan,profession_Cadre,profession_Commerçant,profession_Employé,profession_Indépendant,secteur_Commerce,secteur_Industrie,secteur_Services,secteur_Transport,type_bien_Machine,type_bien_Voiture,type_bien_équipement,collateral_type_Caution solidaire,collateral_type_Hypothèque,collateral_type_Nantissement,motifs_contacts_Demande info,motifs_contacts_Renégociation,motifs_contacts_Réclamation,channel_Courtier,channel_Mobile,region_encoded,nb_retards_total
37,2024-04-06,16600,0,2024-05-21,89046.22,6,128623,4,8,0,0,2024-04-06,0.8675906788247214,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,0
21,2021-04-11,17743,0,2025-05-10,8289.17,0,83583,3,13,0,0,2021-04-11,0.734523214520584,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16,0
17,2020-09-08,3774,0,2025-07-12,26630.17,0,60064,4,7,0,0,2020-09-08,0.5137266405910473,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8,0
13,2024-06-10,4927,0,2025-03-09,5839.04,17,97119,3,13,0,0,2024-06-10,0.19159641595153964,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,21,0
9,2025-02-26,4429,1,2025-03-10,18302.47,3,22413,0,16,1,3323,2025-02-26,0.16590068321946344,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13,1
12,2020-09-28,4606,0,2025-06-02,14432.67,6,82341,0,13,0,0,2020-09-28,4.834750608272506,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0
30,2023-08-07,4478,0,2023-11-02,74091.33,19,86891,0,4,0,0,2023-08-07,0.29278204548877845,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0
29,2024-12-06,16076,1,2024-12-21,23995.73,35,33033,3,9,0,0,2024-12-06,0.3017889137737962,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1
2,2022-05-01,18280,0,2025-07-12,26238.0,8,101154,4,5,0,0,2022-05-01,3.8146067415730336,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,0
29,2023-06-01,7366,0,2025-07-12,86825.81,30,1378,0,9,0,0,2023-06-01,0.5802354188759279,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19,0
5,2023-06-23,4427,0,2025-02-24,4064.0,5,137575,4,10,0,0,2023-06-23,1.4448708109490918,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,22,0
28,2025-05-20,13476,0,2025-05-25,0.0,27,105461,3,5,0,0,2025-05-20,0.5076450344149459,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,0
7,2022-02-05,5361,0,2022-05-28,28152.25,2,119104,4,9,0,0,2022-02-05,0.192281034249357,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14,0
32,2025-01-23,641,0,2025-02-14,6210.33,5,33617,4,13,0,0,2025-01-23,0.15298270893371757,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13,0
16,2025-05-19,10085,0,2025-07-12,82899.0,12,135886,0,19,0,0,2025-05-19,0.6305166147455867,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,0
10,2024-03-06,19659,0,2025-07-12,94196.63,22,126616,1,2,0,0,2024-03-06,2.2479824561403507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0
12,2024-10-31,4050,0,2025-02-17,0.0,6,23763,2,6,0,0,2024-10-31,1.2785595792029132,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20,0
10,2023-03-09,4553,0,2024-01-15,15641.25,23,141072,3,1,0,0,2023-03-09,0.4151383844708829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0
30,2021-02-03,18688,1,2025-03-14,65893.7,60,134346,3,6,1,7120,2021-02-03,0.7090449587656292,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16,1
27,2021-08-23,3343,0,2025-07-12,28159.0,35,54232,3,16,0,0,2021-08-23,0.4194054734193142,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18,0
5,2022-07-02,2056,0,2025-07-12,59139.0,0,145299,2,12,0,0,2022-07-02,0.9235741444866921,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14,0
15,2021-10-30,19192,0,2025-07-12,13982.67,5,148351,1,8,0,0,2021-10-30,0.27502293077091067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,21,0
3,2020-12-18,9416,0,2022-06-14,4533.33,7,110249,4,12,1,99,2020-12-18,0.7680831643002028,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22,0
34,2023-08-25,7226,0,2025-07-12,39219.08,36,92916,3,14,0,0,2023-08-25,0.4342467069154775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
25,2023-10-03,886,0,2024-07-09,48356.97,44,140723,4,12,0,0,2023-10-03,0.2684568159620483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,10,0
11,2020-12-10,8584,0,2025-07-12,3732.0,35,84463,0,16,0,0,2020-12-10,0.26108240413380474,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19,0
10,2021-02-27,18830,0,2025-07-19,240.33,7,7771,0,7,0,0,2021-02-27,0.6189895052473763,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0
36,2023-02-20,11530,0,2025-05-11,29100.93,37,78996,0,8,0,0,2023-02-20,0.7867752562225475,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4,0
24,2025-02-02,3591,1,2025-06-12,75950.32,44,70173,3,8,1,30055,2025-02-02,0.4418689581095596,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8,1
17,2021-02-01,18565,0,2023-09-23,31432.54,4,40834,2,7,0,0,2021-02-01,0.8704247572815534,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
18,2021-07-10,16738,0,2025-07-12,18935.17,12,134625,3,15,0,0,2021-07-10,0.7753954802259887,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,21,0
22,2023-08-07,2631,0,2024-10-06,103094.92,8,101290,0,19,1,30055,2023-08-07,4.613099415204679,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0
37,2025-01-10,17905,0,2025-07-30,8945.95,9,128928,0,6,0,0,2025-01-10,0.06805832937074022,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10,0
17,2021-11-22,19056,0,2024-11-25,0.0,2,34890,3,16,0,0,2021-11-22,0.41982975825672453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4,0
25,2024-01-21,11370,0,2025-06-05,52155.75,24,93740,2,6,0,0,2024-01-21,0.33226183159188694,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7,0
5,2022-12-19,18721,0,2025-03-24,119096.31,26,79428,2,5,0,0,2022-12-19,0.5873968200270636,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,22,0
3,2020-12-27,17012,0,2024-04-18,63357.8,44,8689,4,4,0,0,2020-12-27,0.26039405412985556,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
28,2023-08-30,2679,0,2025-07-12,2991.0,11,28063,1,16,0,0,2023-08-30,1.385863483774711,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,19,0
33,2020-08-25,4422,0,2022-08-15,55568.0,3,57198,0,7,0,0,2020-08-25,8.899279700654818,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12,0
16,2025-05-12,7463,0,2025-07-27,57302.67,9,1363,2,0,0,0,2025-05-12,3.003222222222222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22,0
15,2024-07-16,9613,0,2025-05-13,75262.92,9,147763,0,15,0,0,2024-07-16,1.3375754082612872,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11,0
1,2025-05-14,17510,0,2025-05-16,62709.5,2,133823,1,16,0,0,2025-05-14,0.6284661503872095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6,0
33,2021-09-03,1780,1,2025-02-28,29689.5,16,123763,0,2,1,12709,2021-09-03,0.521520391987318,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13,1
7,2021-02-03,9424,0,2024-02-24,13836.83,8,7782,2,12,0,0,2021-02-03,1.841284751474305,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,21,0
12,2024-09-07,6571,0,2025-02-26,0.0,28,83184,4,7,0,0,2024-09-07,0.4638073777332666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,0
7,2025-07-24,825,0,2025-07-31,85696.67,0,143612,3,15,0,0,2025-07-24,2.964810400866739,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,0
29,2022-10-11,11155,0,2024-10-22,77695.25,1,45991,3,6,0,0,2022-10-11,4.555811623246493,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21,0
31,2021-10-11,2395,0,2021-10-20,0.0,40,70875,2,14,0,0,2021-10-11,0.06723755544603253,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15,0
35,2021-12-01,4145,0,2023-08-06,0.0,19,56655,2,1,0,0,2021-12-01,0.3011064746264639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0
29,2024-11-03,15779,1,2025-01-02,36638.25,24,63177,1,1,1,6786,2024-11-03,1.0790054160512064,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19,1
0,2023-03-08,5492,1,2025-07-26,2957.0,8,58396,0,9,1,693,2023-03-08,0.32366146993318484,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,1
38,2025-03-03,7111,0,2025-04-26,15870.33,1,16877,1,4,0,0,2025-03-03,0.3496800226532635,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0
16,2020-10-23,13087,0,2021-12-08,3210.0,27,127934,3,3,0,0,2020-10-23,0.6786064769381747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0
19,2024-12-30,9984,0,2025-04-24,7297.33,47,18405,0,14,0,0,2024-12-30,0.4660446009389671,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20,0
23,2024-03-18,6792,0,2025-07-12,3789.17,34,116435,1,12,0,0,2024-03-18,0.5898201016816582,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,13,0
21,2022-06-25,19935,1,2022-07-08,100131.0,4,48629,3,16,0,0,2022-06-25,1.4425431711145997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
28,2020-10-22,7711,0,2021-11-16,47870.33,12,46233,0,0,0,0,2020-10-22,2.8955109489051094,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16,0
21,2021-07-03,1565,0,2023-05-07,55067.12,2,21471,4,17,0,0,2021-07-03,0.6389766081871345,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,0
8,2021-08-31,3667,0,2023-04-05,35756.89,31,3302,4,14,0,0,2021-08-31,0.306266718607973,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,19,0
36,2023-04-25,6459,0,2024-10-08,6901.62,17,113466,1,13,0,0,2023-04-25,0.12493165969316597,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5,0
9,2023-06-03,4096,0,2024-06-01,0.0,5,80048,2,8,0,0,2023-06-03,1.4262870309414089,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7,0
35,2025-04-20,1019,0,2025-07-12,51782.48,37,97972,0,11,0,0,2025-04-20,2.557344398340249,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0
36,2021-09-03,9476,1,2025-02-09,42136.5,5,136094,1,4,0,0,2021-09-03,0.5879022646007152,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18,1
27,2025-06-25,8254,1,2025-07-12,30183.0,12,43239,2,1,1,21185,2025-06-25,0.24219362129583122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1
27,2025-05-18,11584,0,2025-06-30,9836.29,45,128185,2,6,0,0,2025-05-18,0.05028513238289206,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0
20,2020-12-11,5965,0,2025-07-11,22785.5,4,123811,0,8,0,0,2020-12-11,0.28954931417374263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0
23,2023-11-09,11464,0,2024-02-22,29334.56,12,121097,0,17,0,0,2023-11-09,0.5328151260504201,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4,0
39,2024-05-11,18653,0,2024-09-30,38654.62,14,59269,2,3,1,30055,2024-05-11,2.2182778415614237,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12,0
1,2021-07-21,12439,1,2023-05-02,12026.62,11,103558,3,1,1,3709,2021-07-21,0.2746510594162098,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,1
7,2024-09-25,4721,1,2025-07-17,53229.08,20,90868,1,0,1,19154,2024-09-25,0.6156116722783389,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1
26,2023-04-16,8408,0,2025-01-07,10779.62,32,61895,0,11,0,0,2023-04-16,1.027900455660708,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10,0
21,2021-01-15,195,0,2021-10-03,27467.38,24,69890,2,12,0,0,2021-01-15,2.106269098077871,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,19,0
36,2023-11-30,3273,1,2024-12-23,66265.33,2,97383,3,13,1,30055,2023-11-30,0.5877355302070131,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,8,1
26,2022-11-20,15330,1,2024-06-01,78361.0,1,35284,4,4,1,30055,2022-11-20,1.6222668451584115,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
28,2025-06-25,10886,1,2025-06-26,38142.92,25,75692,2,2,1,23379,2025-06-25,0.24580868638422596,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1
2,2021-11-11,3212,0,2025-08-05,3559.58,21,89294,3,3,0,0,2021-11-11,0.2574630821658463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18,0
12,2023-10-24,2755,0,2025-07-12,15000.5,7,144797,4,16,0,0,2023-10-24,0.8566128308658592,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21,0
9,2023-12-03,17905,0,2025-07-12,2897.25,1,94852,3,18,0,0,2023-12-03,1.0692590120160215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,18,0
35,2020-11-29,1080,0,2025-07-12,28394.17,3,77080,0,10,0,0,2020-11-29,0.4874376640419948,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0
8,2022-10-23,15501,1,2023-11-28,21377.33,1,81863,2,7,0,0,2022-10-23,3.652109471094711,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10,1
26,2023-12-14,17105,0,2024-01-22,71141.15,27,16705,4,11,0,0,2023-12-14,0.2465540339386722,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,11,0
33,2023-04-20,14047,0,2025-05-29,3419.5,27,63131,3,17,1,2558,2023-04-20,0.664198606271777,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10,0
0,2021-08-02,17946,0,2025-05-07,29822.67,24,76015,4,17,0,0,2021-08-02,0.1700809847748623,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,0
31,2025-01-18,639,0,2025-07-11,32537.5,9,62456,1,8,0,0,2025-01-18,1.435747663551402,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,21,0
24,2022-12-20,12502,0,2025-07-12,2110.27,44,76859,2,4,0,0,2022-12-20,0.8138482384823847,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19,0
28,2024-05-02,5190,0,2025-07-12,75022.0,1,67238,0,16,0,0,2024-05-02,2.294769924098672,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,13,0
6,2024-11-23,3736,0,2025-05-14,13401.67,9,75940,4,12,0,0,2024-11-23,1.2025851802844856,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20,0
2,2024-09-15,16473,0,2024-12-25,12287.43,33,99134,3,5,0,0,2024-09-15,0.31647753792298716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,0
19,2025-05-20,1251,0,2025-07-12,12840.0,12,73916,4,13,0,0,2025-05-20,0.5432354818123803,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,21,0
19,2021-01-17,9294,0,2022-09-26,3857.75,20,61396,3,14,0,0,2021-01-17,0.27958841194135314,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11,0
29,2024-10-07,16732,0,2024-12-05,87567.33,11,3877,4,13,0,0,2024-10-07,1.586535587188612,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18,0
34,2022-09-13,4052,0,2022-10-14,14358.88,36,108407,0,3,0,0,2022-09-13,0.11277916320310334,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7,0
34,2020-09-16,19325,0,2023-02-20,0.0,11,84256,0,17,0,0,2020-09-16,0.7419293937068304,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19,0
38,2023-07-22,271,1,2024-11-16,78098.92,22,31818,2,0,1,18003,2023-07-22,0.4854474529600734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7,1
26,2024-05-12,18414,0,2025-01-25,18259.0,0,48555,0,11,0,0,2024-05-12,0.6023436907919667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0
